train_loss,train_accuracy,validation_loss,validation_accuracy,learning_rate
0.17820609267358922,0.9455683228138317,0.11576553782497723,0.9627414903403864,1e-05
0.15076508408547687,0.9543615471759185,0.10318623109338236,0.9653480527445569,1e-05
0.1343784729904963,0.9591897286508065,0.11300927826006489,0.9653480527445569,1e-05
0.1250565160858094,0.9634514754275233,0.08214285364840394,0.9717877951548605,1e-05
0.11219570125997438,0.9650428871985758,0.07677722353097229,0.9748543391597669,1e-05
