train_loss,train_accuracy,validation_loss,validation_accuracy,learning_rate
0.6154831864867015,0.8725791659923396,0.23142654565784124,0.9362158846979454,0.001
0.2827246475846416,0.9216162270054485,0.18855561179642122,0.9458754983134008,0.001
0.2377717802772815,0.9300318282354211,0.16675524523153865,0.9484820607175714,0.001
0.21576815657468362,0.9369908830986675,0.14493289957220254,0.954001839926403,0.001
0.20505376209742995,0.937584290877704,0.1383291330599483,0.9566084023305734,0.001
